1	4.4897
2	4.1267
3	0.0000
4	6.5930
5	5.6529
6	5.2713
7	0.0000
8	2.7524
9	0.0000
10	1.5470
11	0.0000
12	0.0000
13	2.6345
14	6.1551
15	0.0000
16	0.0000
17	4.1954
18	2.8043
19	0.0000
20	0.0000
21	0.0000
22	2.3363
23	9.0529
24	3.7720
25	3.1954
26	1.2437
27	7.6886
28	4.5226
29	1.8092
30	3.0410
31	3.5115
32	0.0000
33	0.0000
34	0.0000
35	5.2553
36	3.5760
37	0.0000
38	1.5372
39	3.1501
40	0.0000
41	0.0000
42	7.7811
43	5.4877
44	3.9145
45	2.9693
46	0.0000
47	0.4808
48	3.0317
49	0.4220
50	1.0534
51	0.2164
52	0.0000
53	2.0511
54	2.5537
55	0.0000
56	0.0000
57	2.9436
58	0.6810
59	0.0000
60	0.0000
61	0.0000
62	1.6978
63	2.9743
64	4.4663
65	0.0000
66	0.0000
67	4.0728
68	5.7867
69	0.0000
70	4.5529
71	0.0000
72	0.0000
73	2.6240
74	1.7571
75	4.3681
76	1.3029
77	0.0000
78	2.9028
79	0.0000
80	0.0000
81	13.0028
82	0.0000
83	0.0000
84	8.9823
85	3.7510
86	0.0000
87	0.0000
88	5.4449
89	0.0000
90	6.2351
91	0.0000
92	0.0000
93	0.9026
94	2.3630
95	0.0000
96	4.2185
97	0.0908
98	0.0000
99	0.0000
100	0.0000
101	2.0479
102	0.0000
103	0.0000
104	0.0000
105	0.6230
106	3.8719
107	0.7357
108	0.4169
109	0.0000
110	0.0000
111	4.8002
112	7.3669
113	5.6436
114	3.4842
115	1.0370
116	0.0000
117	2.8778
118	6.3284
119	5.1562
120	0.0000
121	6.7150
122	1.9252
123	0.0000
124	5.5256
125	0.0000
126	0.0000
127	5.0451
128	0.0000
129	6.8072
130	1.2874
131	1.8333
132	5.8487
133	4.0312
134	0.0000
135	0.0000
136	8.1279
137	2.9378
138	1.2902
139	0.0000
140	3.8717
141	5.2931
142	0.0000
143	0.0000
144	0.8769
145	0.0000
146	2.2911
147	4.7708
148	1.4567
149	3.8748
150	6.1363
151	3.8653
152	0.0000
153	0.0000
154	6.4250
155	0.0000
156	5.4435
157	3.1514
158	0.0000
159	2.2425
160	0.0000
161	3.9148
162	0.8146
163	1.4932
164	2.5011
165	4.9302
166	1.3224
167	7.9378
168	2.1834
169	0.1864
170	0.0000
171	3.8526
172	0.0000
173	0.0000
174	5.1225
175	2.8843
176	3.1632
177	0.0000
178	3.5822
179	2.4929
180	3.2482
181	4.4519
182	0.0000
183	6.6089
184	0.1555
185	4.4546
186	0.9141
187	7.0982
188	5.4783
189	0.0000
190	8.7545
191	6.9930
192	7.3871
193	4.7420
194	0.0000
195	2.7307
196	0.0000
197	4.1767
198	3.3984
199	0.0000
200	3.4443
