1	1	0.7479	0.4013	-0.0069	-0.3203
2	1	-0.1164	-1.0720	-0.4898	0.7404
3	1	0.2722	-1.0638	0.0858	0.7690
4	1	-0.0945	0.8524	-1.4234	0.7668
5	1	-1.2659	1.7489	-0.0058	-0.1407
6	1	2.3188	0.5588	0.3502	1.2610
7	1	1.7892	-1.4703	0.5015	-0.0449
8	1	-0.1415	0.7481	0.4147	0.2101
9	1	1.5083	-0.7803	0.3054	-0.2322
10	1	1.1662	-0.0196	-0.0734	-0.5062
11	1	-0.3750	0.5067	-0.7871	-0.1572
12	1	0.9989	2.3521	-1.1586	0.5259
13	1	-1.0769	0.1595	1.4961	-0.5988
14	1	0.8064	-1.3194	0.5877	0.0767
15	1	-0.2408	1.0191	-0.4892	0.8266
16	1	0.0464	1.7352	1.4388	-1.1125
17	1	-0.0601	0.5350	0.8295	1.4200
18	1	-1.9463	-0.5374	-0.2917	0.2845
19	1	0.0376	-0.5888	-0.6641	0.4134
20	1	-1.1559	-0.5936	-0.5911	-1.5855
21	1	0.6055	-0.3811	-1.3906	-1.6594
22	1	0.3103	0.3673	-0.9928	-1.4478
23	1	0.3781	-1.0685	0.9177	1.4393
24	1	1.5515	0.0086	-1.8734	0.4916
25	1	-0.3217	-0.3902	1.3123	-0.8455
26	1	1.2616	-1.1735	-0.8031	-1.1426
27	1	-0.4068	1.0415	-0.6301	0.6976
28	1	-0.5353	0.2991	1.9385	0.7196
29	1	-0.3669	-1.2134	0.8779	0.3689
30	1	0.3909	0.5001	0.5255	-0.1796
31	1	0.1112	1.2243	-1.1430	-1.0718
32	1	-0.8138	2.1502	1.8384	0.2044
33	1	-0.5774	-0.4579	0.0020	2.9747
34	1	-0.1641	0.8032	1.1096	-1.9577
35	1	-0.0029	0.2822	0.9386	-0.4985
36	1	0.3317	-1.1826	0.5417	0.3622
37	1	-1.1386	0.9974	-1.2863	0.0771
38	1	-0.4969	-0.2217	0.2621	0.2996
39	1	-0.1695	-0.9181	-0.2387	0.0222
40	1	-0.9007	1.3138	0.3193	1.5548
41	1	0.4959	-1.0600	-1.5854	0.7185
42	1	1.3462	1.2734	1.6285	-1.5158
43	1	-0.8478	0.2141	0.2566	0.9643
44	1	-1.3324	0.1525	0.2947	-1.2927
45	1	-0.2699	1.4100	0.7509	-0.5269
46	1	1.8156	1.1639	-1.1469	-0.0542
47	1	-1.1583	-1.4234	0.6888	0.1439
48	1	1.1550	-0.7344	-0.5960	1.7691
49	1	1.0386	-0.0703	0.5618	-0.2844
50	1	0.1147	-0.6552	0.6043	-0.0136
51	1	-0.2566	0.2848	0.8895	-0.0030
52	1	1.5344	-1.8616	0.0112	0.8274
53	1	0.9934	-1.3065	-0.0996	0.4317
54	1	-0.5319	0.6493	-0.1133	-0.1519
55	1	-0.2339	0.7263	-0.3966	0.7091
56	1	0.3131	0.6380	1.3699	-1.0572
57	1	0.2171	-0.0527	-0.4990	1.1722
58	1	0.8239	1.1768	-0.6514	0.7896
59	1	-2.0888	0.2417	0.1493	0.7010
60	1	-0.7447	1.5324	-0.2755	-0.8211
61	1	0.6413	0.1386	0.5709	0.6630
62	1	0.1764	-1.5387	0.1888	0.1254
63	1	-0.3667	1.2647	-0.4096	1.2894
64	1	0.7156	-0.6661	-0.8852	-1.2329
65	1	0.7143	0.6350	-1.9872	-1.9750
66	1	-0.3232	0.4004	0.1935	-0.5113
67	1	-2.1954	-1.4341	0.0800	1.4632
68	1	-0.7910	-1.5322	-0.2407	-0.4682
69	1	0.4471	-1.7013	0.0071	-1.0065
70	1	0.3105	-0.1069	0.1469	-0.4459
71	1	1.5543	0.6793	-1.8991	0.3906
72	1	2.3459	-0.2257	0.4362	0.1826
73	1	-1.5252	0.3059	-0.8594	0.5127
74	1	-0.3868	-0.5481	-0.2135	-0.8407
75	1	-0.3883	-0.1664	0.1271	1.3469
76	1	0.1883	-0.1906	-1.0001	-0.0613
77	1	0.7301	0.3419	-1.1122	-0.5055
78	1	0.5724	0.7059	1.4382	-0.6117
79	1	0.7925	0.8065	-0.8934	1.0624
80	1	-1.4139	-0.1334	0.9335	-0.5751
81	1	-0.8371	-0.4220	-0.6500	0.2691
82	1	-0.2919	-1.5376	-0.6598	-1.7185
83	1	0.4137	-1.0996	0.1326	0.6953
84	1	1.5192	-0.0452	-0.1159	2.3172
85	1	1.4672	-1.0312	-1.3240	0.7654
86	1	-0.2339	0.8496	0.1667	-0.9867
87	1	-2.1255	-0.7434	0.2470	-0.2603
88	1	-1.0738	-0.1452	2.1415	0.6548
89	1	-1.3401	-1.0360	1.6371	-0.3925
90	1	0.6880	0.4339	0.4463	-0.1494
91	1	-0.3331	0.7353	0.3741	0.2164
92	1	0.4496	-0.0559	0.9304	0.7372
93	1	1.9492	0.5556	2.1214	-1.0898
94	1	0.9475	0.5843	0.2646	0.4428
95	1	-0.5887	-0.3119	0.5795	0.5227
96	1	0.4703	0.4523	0.6672	0.3683
97	1	-0.9060	1.4802	0.4739	1.0915
98	1	-0.5214	0.3286	-0.3892	0.3594
99	1	-0.9436	0.7986	0.3584	-0.4809
100	1	-1.3535	0.6385	-0.5843	0.5937
101	1	-0.8805	-0.0429	-0.1375	-0.5919
102	1	-0.3548	1.5638	0.2792	0.3191
103	1	-0.0511	-0.2363	0.5930	-0.9263
104	1	-1.4422	0.5813	1.0207	-1.0875
105	1	0.3384	-0.8214	-0.7656	1.7328
106	1	0.0212	2.2513	-1.5891	-0.2596
107	1	-0.0520	0.8572	-1.3651	-1.0554
108	1	0.2691	1.1368	0.0000	-1.0625
109	1	1.5975	-1.3710	0.7169	0.6416
110	1	0.2756	0.5375	0.7166	0.5881
111	1	1.6312	0.4617	1.4741	-0.4187
112	1	0.2542	1.0597	-1.1867	-0.6332
113	1	-1.4636	-1.9209	-1.1531	0.4795
114	1	-0.2461	-0.0172	-0.0725	1.0078
115	1	0.4463	0.5018	-0.0844	0.4658
116	1	-0.4408	0.4219	-0.8208	0.7207
117	1	0.3727	-0.0640	1.3434	-0.3995
118	1	1.2032	-0.2358	0.6242	-1.0355
119	1	-1.1152	0.3898	1.3282	-1.4268
120	1	0.6871	-0.7674	-0.4543	-0.0859
121	1	0.3848	1.5230	-0.6905	0.3687
122	1	1.1876	-0.3441	-0.9086	0.0062
123	1	0.2617	-0.9500	1.9972	-1.4040
124	1	1.4641	0.3773	-0.3167	1.1175
125	1	1.0101	1.1288	0.1419	-0.0589
126	1	0.5846	0.5065	-1.6499	1.2385
127	1	2.2196	-0.6533	-0.4936	-1.2707
128	1	0.0464	-0.7257	-0.4141	-0.1963
129	1	-1.4727	0.6392	2.3801	-0.0459
130	1	0.6234	0.3816	-1.0492	0.7607
131	1	-0.2912	0.1022	1.6348	1.5775
132	1	-0.1087	1.3627	-0.1055	0.8857
133	1	-0.1713	-0.3328	-0.1844	-0.9318
134	1	0.6969	0.1289	-0.2753	-0.4103
135	1	-1.6575	-0.0181	-0.1640	-1.4908
136	1	-0.4127	2.1173	-0.0158	-0.2585
