1	2.2198
2	0.7023
3	1.2060
4	1.8941
5	3.6622
6	10.3990
7	1.4736
8	5.0822
9	0.8698
10	0.0000
11	0.0000
12	7.3185
13	3.9710
14	0.9709
15	3.4929
16	4.8410
17	10.6790
18	0.0000
19	0.6237
20	0.0000
21	0.0000
22	0.0000
23	7.6613
24	0.0000
25	0.3180
26	0.0000
27	2.2396
28	9.8616
29	2.3194
30	4.6331
31	0.0000
32	9.9126
33	11.7411
34	0.0000
35	4.3105
36	3.1987
37	0.0000
38	0.9864
39	0.0000
40	9.8480
41	0.0000
42	4.4736
43	4.6575
44	0.0000
45	2.9945
46	0.6521
47	0.0000
48	6.2397
49	2.2311
50	2.0427
51	4.5612
52	1.0211
53	0.6962
54	1.3276
55	1.3845
56	3.5758
57	4.0208
58	4.0659
59	3.0014
60	0.0000
61	5.7139
62	0.0000
63	6.2092
64	0.0000
65	0.0000
66	0.5927
67	3.4828
68	0.0000
69	0.0000
70	0.0000
71	0.0000
72	3.5008
73	0.0000
74	0.0000
75	5.9615
76	0.0000
77	0.0000
78	4.4423
79	5.2017
80	2.0540
81	0.0000
82	0.0000
83	0.5774
84	11.3988
85	0.0000
86	0.0000
87	0.0000
88	8.3700
89	0.0000
90	1.9176
91	6.2097
92	7.8808
93	6.7274
94	6.8018
95	2.8434
96	4.3412
97	10.1650
98	0.1170
99	0.4592
100	2.0152
101	0.0000
102	5.5803
103	0.0000
104	0.0000
105	3.9392
106	1.6220
107	0.0000
108	0.0000
109	4.5087
110	8.5283
111	7.3228
112	0.0000
113	0.0000
114	3.7450
115	5.2774
116	2.7056
117	1.1427
118	0.0000
119	0.0000
120	0.0000
121	3.5748
122	0.0000
123	0.0403
124	6.6303
125	3.5632
126	2.7275
127	0.0000
128	1.4206
129	7.3690
130	0.0749
131	9.8897
132	5.9507
133	0.0000
134	0.0000
135	0.0000
136	2.5875
137	0.7471
138	0.0000
139	7.4616
140	0.0000
141	0.0000
142	0.0000
143	7.5197
144	5.2844
145	0.4458
146	0.0000
147	4.4176
148	0.0000
149	0.0000
150	5.3274
151	0.0000
152	0.0000
153	0.0000
154	0.0000
155	0.0000
156	5.7362
157	1.0526
158	0.0000
159	1.4509
160	2.8266
161	6.9122
162	0.0000
163	5.5362
164	10.4875
165	0.6369
166	3.7307
167	10.2765
168	6.4951
169	10.9870
170	1.3699
171	4.8017
172	6.4377
173	0.0000
174	0.0000
175	1.0799
176	4.2608
177	0.0000
178	2.2994
179	0.3853
180	10.5249
181	0.0000
182	6.6594
183	0.8255
184	8.4208
185	0.0000
186	2.7009
187	5.4174
188	0.0000
189	0.0000
190	7.2310
191	0.0000
192	12.1798
193	0.0000
194	7.6330
195	0.0000
196	0.0000
197	1.1430
198	3.8206
199	0.0000
200	4.3044
