1	1	-0.1497	1.2601	0.3661
2	1	0.8679	0.4986	0.0826
3	1	0.4397	-2.0811	-0.3742
4	1	1.0477	0.9171	1.0597
5	1	0.4677	0.9142	0.8375
6	1	1.1498	0.8712	0.1599
7	1	0.6866	-0.3720	-0.2562
8	1	0.9541	1.4426	-0.6269
9	1	-0.8841	0.5026	-0.9334
10	1	0.6135	0.0313	-0.0632
11	1	0.1785	-1.2802	-0.2745
12	1	0.5693	-0.5474	-1.2958
13	1	0.6810	-0.2721	0.6228
14	1	0.4460	1.5043	0.4135
15	1	-0.4455	0.2075	-0.8070
16	1	-1.7444	0.4856	0.1407
17	1	0.9778	1.4951	-0.6278
18	1	0.5021	-0.4989	-0.1565
19	1	0.1272	-1.9816	-1.2735
20	1	0.8446	-1.5126	-2.2116
21	1	1.0054	-1.6824	-0.0388
22	1	0.7511	-0.9553	1.2114
23	1	2.3006	0.1987	1.3411
24	1	1.8448	-0.5043	0.8199
25	1	-1.2247	0.4547	0.9021
26	1	0.5503	-0.5717	0.3966
27	1	1.7341	0.5342	0.6722
28	1	0.0997	0.4381	0.8576
29	1	-0.1945	0.0834	0.1205
30	1	-1.3811	-1.1226	1.6576
31	1	0.6190	0.5671	0.3235
32	1	1.9099	-0.9549	-1.2124
33	1	-0.7324	-0.4365	-1.2422
34	1	0.0883	-0.9812	-1.4201
35	1	1.8815	0.6366	0.5692
36	1	-0.3600	-1.5876	1.8333
37	1	-0.3980	0.7793	-0.6989
38	1	2.3278	-0.7892	-0.2503
39	1	0.8369	-0.1001	0.0400
40	1	0.1568	-2.4021	-1.6631
41	1	0.9474	0.1630	-1.8105
42	1	1.3966	1.8422	0.5989
43	1	-0.4130	1.0991	0.8451
44	1	1.3193	-0.4699	0.7766
45	1	-0.8093	-0.0940	0.6358
46	1	-1.6974	-2.0254	-0.2161
47	1	1.7068	-0.0706	-0.4809
48	1	-0.7930	1.1542	-0.1981
49	1	1.0154	0.0337	-0.5589
50	1	-1.4064	0.0307	0.0212
51	1	-1.0467	0.4027	-0.0352
52	1	-0.8062	-2.0959	0.0384
53	1	-0.0969	-1.4151	1.2484
54	1	-0.4767	-1.4115	1.1287
55	1	-1.3883	-0.9795	0.3930
56	1	-0.5673	-1.4991	-1.4068
57	1	-0.3657	0.5853	0.0167
58	1	1.3954	-0.1804	-0.4806
59	1	-2.1699	-0.6141	-0.9046
60	1	1.3196	-1.2067	-0.2334
61	1	0.1108	-0.0522	-0.4869
62	1	0.5420	1.4995	-0.2910
63	1	-0.4535	-0.9992	1.2256
64	1	0.2468	1.3637	0.0786
65	1	0.8797	-0.6305	-0.9173
66	1	0.6305	-0.2964	-0.5873
67	1	-0.7237	0.4807	0.6855
68	1	0.5742	-1.1805	1.7854
69	1	-1.2754	-1.1657	-0.5814
70	1	0.0516	1.3194	0.4949
71	1	0.1018	-0.5987	-0.8578
72	1	0.0753	-0.7152	-1.6009
73	1	-1.0105	-0.4751	1.2203
74	1	0.1970	0.8345	-0.6091
75	1	1.6948	1.1014	-0.2479
76	1	-1.0958	0.8289	-0.2156
77	1	0.7889	-0.7455	-0.8406
78	1	-0.4669	-0.9333	1.8617
79	1	-0.2859	-0.8359	0.6526
80	1	1.1706	-0.7906	-0.3600
81	1	1.0418	0.3838	3.1337
82	1	0.5392	-1.9449	0.9602
83	1	0.6651	0.1783	-1.5882
84	1	1.5375	1.5538	0.8366
85	1	0.4493	-0.9295	1.2949
86	1	0.4402	-0.3105	0.0330
87	1	1.4983	-1.2984	-0.3121
88	1	0.4586	2.0205	-0.0726
89	1	0.3536	-0.4056	-0.8992
90	1	-0.5132	1.0260	0.7724
91	1	-0.0674	-1.2104	0.4441
92	1	0.5635	0.5833	-2.0394
93	1	-0.1577	1.3225	-0.6606
94	1	1.0670	-0.6536	0.7534
95	1	-2.0061	0.6556	-1.1118
96	1	1.0832	1.1609	0.3392
97	1	-1.0623	0.5438	-0.5647
98	1	0.6755	0.2447	-1.5228
99	1	-0.3214	-1.1438	-0.9623
100	1	0.5284	0.8290	-1.1959
101	1	-0.7443	-0.2596	0.7249
102	1	-0.6022	-0.2118	-0.5390
103	1	-0.7655	-1.4180	0.8562
104	1	-0.8492	-0.6803	-1.5797
105	1	1.5479	-0.0056	-0.4462
106	1	-0.2698	-1.6044	1.7612
107	1	-0.5253	0.1292	-0.0829
108	1	-1.8716	-0.2624	0.3835
109	1	2.5795	-0.5344	-0.9014
110	1	0.6616	-0.5116	-0.4856
111	1	0.6957	-0.6243	1.1826
112	1	0.5971	0.2055	1.8484
