1	10	37	4	3	1
2	4	27	4	4	1
3	15	32	4	1	1
4	15	57	5	5	1
5	0.75	22	3	2	1
6	1.5	32	5	2	1
7	0.75	22	3	2	1
8	15	57	4	2	1
9	15	32	2	4	1
10	1.5	22	5	4	1
11	15	37	2	2	1
12	4	27	4	4	1
13	15	47	4	5	1
14	1.5	22	4	2	1
15	4	27	4	4	1
16	15	37	5	1	1
17	15	37	3	2	1
18	0.75	22	4	3	1
19	1.5	22	5	2	1
20	10	27	5	2	1
21	1.5	22	5	2	1
22	1.5	22	5	2	1
23	10	27	4	4	1
24	10	32	5	3	1
25	4	37	4	2	1
26	1.5	22	5	2	1
27	7	27	5	4	1
28	15	42	4	5	1
29	4	27	5	3	1
30	4	27	4	3	1
31	15	42	3	4	1
32	1.5	22	5	3	1
33	0.417	27	4	4	1
34	15	42	4	5	1
35	4	32	4	1	1
36	1.5	22	3	4	1
37	15	42	4	3	1
38	4	22	5	4	1
39	1.5	22	5	1	1
40	0.75	22	5	3	1
41	10	32	5	5	1
42	15	52	3	5	1
43	0.417	22	4	5	1
44	4	27	1	2	1
45	7	32	3	5	1
46	4	22	5	3	1
47	7	27	5	4	1
48	15	42	4	2	1
49	1.5	27	5	4	1
50	15	42	4	2	1
51	0.75	22	5	5	1
52	7	32	4	2	1
53	4	27	5	5	1
54	10	27	4	4	1
55	4	22	5	1	1
56	15	37	1	4	1
57	1.5	22	4	5	1
58	15	37	5	4	1
59	0.75	27	4	4	1
60	10	32	4	4	1
61	15	47	2	5	1
62	10	37	4	3	1
63	0.75	22	5	2	1
64	4	27	5	2	1
65	7	32	4	4	1
66	15	42	5	2	1
67	10	37	4	4	1
68	15	47	5	3	1
69	1.5	22	5	5	1
70	1.5	27	4	2	1
71	4	27	5	3	1
72	10	32	5	5	1
73	0.125	22	5	2	1
74	15	47	3	4	1
75	15	32	5	1	1
76	7	27	5	4	1
77	1.5	22	5	3	1
78	4	27	5	3	1
79	1.5	22	5	3	1
80	15	57	2	2	1
81	1.5	17.5	5	3	1
82	15	57	5	4	1
83	0.75	22	4	2	1
84	4	42	3	4	1
85	1.5	22	5	4	1
86	0.417	22	4	1	1
87	15	32	5	4	1
88	1.5	27	2	3	1
89	1.5	22	5	3	1
90	15	37	4	3	1
91	15	32	4	4	1
92	10	37	3	2	1
93	10	37	4	4	1
94	15	57	3	5	1
95	0.417	27	4	1	1
96	15	42	5	5	1
97	15	57	1	3	1
98	10	37	4	1	1
99	15	37	5	3	1
100	15	37	5	4	1
101	10	27	5	5	1
102	10	37	4	2	1
103	0.125	22	5	4	1
104	15	57	5	5	1
105	15	37	4	4	1
106	4	22	4	4	1
107	7	27	4	4	1
108	15	57	4	4	1
109	15	32	3	3	1
110	1.5	22	4	2	1
111	7	32	5	4	1
112	15	37	5	4	1
113	1.5	32	5	5	1
114	10	42	4	5	1
115	7	27	4	3	1
116	15	37	5	4	1
117	15	37	2	4	1
118	10	32	4	5	1
119	0.75	22	5	4	1
120	7	27	4	4	1
121	7	27	5	2	1
122	15	42	4	5	1
123	15	42	3	4	1
124	7	27	2	2	1
125	1.5	22	5	3	1
126	15	37	5	5	1
127	0.125	22	5	2	1
128	1.5	27	5	4	1
129	1.5	32	5	2	1
130	1.5	27	5	2	1
131	10	27	3	4	1
132	15	42	5	4	1
133	1.5	27	5	2	1
134	4	27	3	2	1
135	10	32	3	3	1
136	15	32	4	3	1
137	0.75	22	5	2	1
138	15	37	4	2	1
139	4	27	5	4	1
140	4	27	4	1	1
141	10	27	4	2	1
142	15	32	4	5	1
143	7	27	3	5	1
144	15	52	4	2	1
145	4	27	3	3	1
146	4	37	4	1	1
147	4	27	4	4	1
148	15	52	3	5	1
